partners,matched_owners,owners_confidence,cik_no_partners,form_d_partners_id,crd_no_owners,form_adv_owners_id
Larry Brown,Brown Barry,0.5754269709808466,20199,438,281442,16605
John Sandner,John Sam,0.8245166069736353,1566035,1208,172605,33689
Molly Hedges,Martin Molly Helene,0.9324162072746842,1424640,524,218515,42347
Steven Lang,Chang Steven C,0.8131912848603677,1487197,428,285574,32461
Robert Grady,Burnett Robert Grady,0.6711839121332543,720672,121,285101,15204
Brent Rosenthal,Rosenthal Robert Steven,0.8300406784843813,1063537,228,119003,10321
Mark Oflynn,Oflynn Thomas Mark,0.7255889598531108,104819,811,300570,51105
Daniel Sullivan,Sullivan Daniel A,0.39007862270926713,1128725,469,7320,47049
Efim Monosov,,1.0,1419582,347,316652,57985
Jacqueline Barnea,Case Jacqueline Lea,0.7233511978097122,1401750,1327,107927,5822
Christopher Anthony,Ball Christopher Anthony,0.46411595971003644,1083743,552,307387,52759
Mark Korb,Kon Mark,0.8760959329975706,1561180,1201,285516,15708
Micah Eldred,,0.9999999999999999,1392902,210,316652,57985
Michael Brauser,Kraus Brandon Michael,0.775352546253793,1271075,752,311391,54443
John Conlin,Conlin John Edward,0.7456642807821272,763848,139,301703,49514
John Gulas,Gulli John Paul,0.8369829828356941,99771,684,283460,36671
Stephen Myers,Myers Colin Stephen,0.5802820934765188,20199,438,319757,59903
David Kronfeld,Kronfeld David,0.3277006859770241,1689723,808,162573,13508
Jian Sun,Sun Jie,0.6200079358330861,1057695,171,284666,15327
Alec Litowitz,Litowitz Alec,0.5281158489981848,1409506,1334,136045,1289
Sunny Gosain,Gosain Varun,0.928725307646874,1087934,615,161275,4594
John Oconnor,Casey Brian Oconnor,0.7974985993969734,315066,88,122833,4764
Mark Anderson,Anderson Mark Allan,0.5488581331538244,728447,677,238789,42392
Gaston Pereira,Pereira Antonio,0.8978441658422661,1591913,292,110391,1124
Kathleen Bloch,Bock Kathleen C,0.8489211219216115,1175151,188,283519,6907
Eunis Shockey,,1.0,1431959,578,316652,57985
Stephan West,Werth Stephan Alan,0.8515829364445135,1553788,776,107638,2106
N A Scs Capital Management,Scs Capital Management,0.5757834216775837,1372818,1306,292471,29623
Manfred Birnbaum,Birnbaum Jonathan,0.8383253971542487,1357838,569,316434,58325
David Derrick,Kerr David C,0.7933939104323063,1429896,421,163236,3499
David Litton,Littleton David Louis,0.7781546016950718,1341762,1281,311802,54717
Richard Boyce,Boyce Michael,0.7394861680361219,1397911,788,319364,59180
Susan Fields Carder,Fields Jason Mardell,0.9016464993410056,1107796,467,311227,54506
Gerald Lewis,Minnis Gerald Lee,0.8513330898465913,1425205,525,146396,39898
Trend Discovery Capital Management,Transcend Capital Management,0.6839201964578816,1550970,1171,309095,52894
Peter Tanous,Tanous Peter Joseph,0.710674087247596,40570,446,289909,29508
William Robinson,Robinson Robert William,0.585692800977989,1087934,615,281048,16420
James Deutsch,Deutsch James Michael,0.5952704316857833,99771,684,2002,3249
Masaharu Osato,Hassanein Ossama,0.9355930586060085,1420031,348,288656,17584
Keystone Abg,Abg Management,0.9921601041375563,1174003,778,315273,57105
David Szostak,Sze David,0.9165311922635322,927472,728,161537,13124
Wayne Turner,Turner Michael Wayne,0.6889461605222965,1431959,578,304415,50840
Bryant Riley,Riley Bryant Richard,0.5754369177086764,1464790,98,292062,29867
Joseph Eggleton,Eggleton Joseph Burke,0.6021054629544331,1002280,820,120107,592
Nick Adamo,Nick Kenneth Adam,0.784666305317804,1315255,255,137746,6517
Jonathan Hunt,Moore Jonathan Hunter,0.6681120028516484,1531433,589,149343,10440
Robert Chimbel,Lambert Robert David,0.8449958359717927,1455206,531,281761,40302
Michael Brachfeld,Brachfeld Eric Louis,0.8695938237902046,1271075,752,282143,4367
William Johnson,Johnson William Joel,0.5283253999054071,32604,687,111556,7383
Mark Durfee,Durfee Janel,0.7416077251169264,1128725,469,300752,49158
Daniel Godin,Goodwin Daniel,0.8493121602927667,1009891,216,109933,2604
Graeme Booth,De Moor Graeme,0.9146229555457456,1272550,631,155827,11544
Joshua Lamstein,Bloomstein Joshua M,0.7485238535946188,1624326,298,161608,11124
Charles Darnell,Parnell Darren Charles,0.6015315391608314,866970,703,281424,16482
Sean Maloney,Mcavoy Sean Malone,0.8595136464102675,1442505,792,157022,35784
E Wayne Kinsey,Kim Wayne T,0.9039189813108492,1084031,461,173996,8923
Rani Kohen,,1.0,1598981,508,316652,57985
Steven Bartling,Stevens Martin Brent,0.9366202261738191,1371128,409,172611,8435
Cary Sucoff,,0.9999999999999998,1272550,631,316652,57985
Julio Rodriguez,Rodriguez Mario Antonio,0.7617652436083358,1425287,350,277140,32137
Brendan Flood,Flood Brian Michael,0.8962512854996307,1499717,501,110338,11231
Laurence Mccarthy,Mccarthy Karen M,0.7950330950922396,1293818,478,127544,36294
Timothy Peach,Deacon Timothy,0.7186389175770916,1574186,287,145508,4585
John Ogden,Ogden Karen,0.7400368956627641,1388410,225,293134,46441
Sheryle Bolton,Walton Sherry C,0.9692920649657759,1045742,743,132408,36973
George Cox,Cox George,0.5823397139058867,946486,305,155223,35587
Elizabeth Berecz,Bennett Elizabeth M,0.8056889240420196,1516551,278,283715,36901
Chaim Davis,Brim David,0.8387479637761465,1377053,764,306458,51944
Karen Williams,Kan William,0.6257269289874724,104819,811,165454,40317
James Rosenwald Iii,Rosenwald James Benno,0.7893369793672065,1428064,803,308609,57081
Gil Penchina,Penchina Gil,0.5311774344276594,1517413,1139,162304,5398
Lishan Aklog,,1.0,1624326,298,316652,57985
Sarmad Harake,Parmar Hardip,0.9786763718961401,1591913,292,277076,2585
Iain Stewart,Martin Charles Stewart,0.93292515696323,1434667,530,291974,45964
Dan Vickery,Vickery Erin,0.860686079553696,932352,456,299641,48686
Steven Johnson,Johnson Steven John,0.3787901051212369,1377149,573,310451,54177
Andrew Ashton,Ashton Andrew James,0.47817812531200127,1325964,568,111364,961
David Cavalier,Cavalier,0.6374736565718757,1261734,332,281201,12821
Thomas Marino,Thomas Mark A,0.7448839118225913,1308569,479,174355,12236
Leigh Randall,Randall Leigh,0.4876528194916478,1576777,1279,161399,13604
Christopher Fogel,Rogers Christopher,0.6995043244216353,1160142,686,162119,17028
Rosalie Wolf,Rose Wolfgang,0.8948360719951728,315038,133,160568,3842
David Olert,Rostad David Ole,0.6980062307699162,1160142,686,282176,30094
John Ryan,Mann John Ryan,0.47686537237669224,1179090,750,226780,1567
Harold Sorgenti,Frisch Harold Sol,0.9241077509992818,738214,443,126524,1575
Kristin Comella,Kristin Miller M,0.9282389615383498,1388319,641,149639,13451
Douglas Ingram,Douglas Don,0.8310511616302613,1516551,278,308938,52929
John Mcmanus,Mcmanus John William,0.6347038185580767,1261734,332,312998,56119
Michael Wort,Worton Michael Thomas,0.7969018039237369,1389870,642,316162,58134
Gregory Ayers,Wheeler Gregory Ayres,0.8140176440978405,1087934,615,125910,14928
N A Hcp Sof Management,Hcp Iii Management Limited,0.9463398551642126,1387845,1320,160893,14440
James Baughman,Baughman Ryan J,0.8439459149207074,1421601,770,301868,49598
Matthew Lieb,Matthew Li,0.5231115630084374,890447,603,130263,14094
Chuck Wallace,Wallace Patrick R,0.9188985370327342,1271075,752,127270,8724
Eric Mcafee,Phelan Nicole Mcafee,0.9219916110944333,738214,443,314503,56494
Ronald Labrum,Labrum Jason Richard,0.9487329866301185,1512138,362,299589,48469
James Schiro,James Scott,0.9026669528079564,886982,100,297640,46806
Steven Brand,Tran Steven,0.7575213348528876,1531433,589,288678,32707
Sebastien Sainsbury,Burdel Sebastien,0.9175030062007703,1374536,205,298364,47380
Neil Muller,Mullen Mary,0.9229555025679556,1443863,581,144565,39825
Murray Stahl,Stahl Murray,0.4170121103263877,1423791,1348,106204,13489
Stuart Hagler,Hack Stuart,0.894586505073566,1046057,460,123953,14100
Christopher Fameree,Farmer Christopher W,0.6689227854945314,1399587,211,194512,17023
Raul Mansueto,Dansu,0.99569422301051,1646916,147,161979,2300
David Lee,Lee David Li,0.5194333861682303,1371128,409,161692,4260
Michael Conboy,Conroy Michael P,0.8723631220386132,1084226,316,168994,38983
Amy Almsteier,Millman Amy Jo,0.9189544760052979,1451512,495,318367,59752
John Banks,Link John Banks,0.5234284206944504,1341762,1281,110137,8223
John Miller,Miller John R,0.537851377119789,1410402,523,166013,4378
Richard Anderson,Anderson Richard John,0.5920345446603895,1136174,554,154168,2719
Julie Rasmussen,Rasmussen Daniel,0.7304302109674004,1403085,345,171048,36775
Grigorios Siokas,Gregoriou Marios Panos,0.9122377646377576,1474167,584,145449,36923
Wade Brantley,Brantley William Brad,0.8161535736147824,1393463,1358,310604,54296
J Gullard,,1.0,1090908,618,316652,57985
Mariann Mcdonagh,Thompson Marianne Mcdonald,0.8291827381409524,1087934,615,108313,10605
Leonard Mills,Mills Leonard,0.4745849628589882,1706463,827,282508,40264
William Schmitz,Schmitz Roger William,0.7299972704126396,1424640,524,285654,16714
James Marcelli,Garcelon James William,0.7832257725283395,1325964,568,289599,28916
Thomas Schreier,Beier Thomas,0.8264585433561888,1521019,69,160056,7148
Diane Aigotti,Cote Diane,0.9967607008090363,1566035,1208,105739,16239
Rondald Wheet,,1.0,1041009,785,316652,57985
Paul Gaitan,Haindel Gary Paul,0.8492032943885083,1425287,252,286135,44461
Matthew Ferguson,Ferguson Mary Catherine,0.7940245725327665,1368637,408,117836,20803
John Lattimore,Simon John Matthew,0.9127390781026828,1098881,621,160407,29349
Gregg Linn,Macinnis Gregg,0.8746523652163191,1451929,355,299381,49124
Darren Jacklin,Buckley Darrel James,0.929000814232276,1343254,480,131168,4999
Pat Lavecchia,Lavecchia Thomas,0.8027517112102168,1430523,352,106421,15087
Jacob Mercer,Mercer Jacob Paul,0.580493488625362,18172,760,121995,13891
Paul Buck,Schreder Paul Buck,0.7159936876842057,822370,679,108485,16345
Gary Cohn,Carr Gary John,0.8300682404516393,886982,100,286601,16778
Ben Fortson,Fortson Christopher J,0.9571895267068273,1657788,301,289181,45570
N A Telemark Capital,N Capital,0.7800876285451878,1268493,1243,318993,60519
Hassan Chahadeh,Hassan Fahad,0.7729160312143015,1383960,411,321969,60367
William Johnston,Johnston William Derlin,0.6105192157083933,1531230,740,162086,5768
Arnold Wong,Arnold Mark,0.82171354177109,1514732,666,107436,14579
Allan Fajardo,Garcia Manuel Aaron Fajardo,0.9222834972926502,1161973,553,284349,15259
Dennis Hanson,Dennison Chris F,0.8835340432744386,911583,817,110946,14822
Pascale Mangiardi,Diaine Pascale,0.9348207516503593,1424768,771,162545,2443
Brendan Mulshine,Mulshine Kevin Patrick,0.9472946940292288,1566035,1208,288862,29398
Jeffrey Howell,Miller Jeffrey Rowe,0.6907661688242278,99771,684,134200,8160
Don Crosbie,Crosbie Mark John,0.8212730003355007,1046057,460,300816,49161
Darin Mcareavey,Davey Martin F,0.9509790045582048,1487906,273,148976,5252
John Leone,Joliat John Leo,0.7272700844533292,946486,651,281681,35211
Chad Holsinger,Hassinger Chad Eric,0.942089454979039,1538217,283,144287,14155
David Anderson,Anderson David C,0.4369126352420562,1517941,1141,105157,6919
Chad Mirkin,Mckinney Michael Chad,0.9754159477415532,1698530,150,153551,32716
R Wear,West R John,0.8988249129764994,900973,72,264793,3877
Eric Fuchs,Fuchs Daniel,0.8718058013972416,1160142,470,293018,29985
Andrew Menlove,Menlove Andrew Jeppson,0.6888163548488936,1538536,1157,158016,15509
Richard Hornidge,Hodge James Richard,0.9008347968347388,102198,739,163130,1707
Jonathan Wainwright,Wainwright Jonathan Mayhew,0.6562362164926037,1002280,820,159306,12318
Robert Doretti,Pitti Robert Donald,0.8364957155865839,1094058,744,299577,48294
Maxwell Quin,Maxwell Rohan,0.8151993294588219,1553391,1178,281271,7839
Ankit Patel,Patel Amit P,0.9611798548783104,1508782,535,305260,52070
Dean Petkanas,Letko Peter,0.9784530914381023,824104,1134,133221,4311
Steven Leber,Weber Steven Lee,0.5599360438442166,1020475,217,139911,39159
Daniel Mckinney,Mckinney Daniel Lee,0.5725962271648786,1375618,410,315545,57301
Amir Adnani,Amir Daniel,0.8966407833868487,1334933,403,297205,47692
R Grimes,Grimes Gerry,0.9597680570247095,1156041,245,311546,54377
David Abner,Abner Trust,0.8717571875564383,1626899,381,8517,8652
William Sweedler,Sweedler William,0.44894387965685073,791770,448,166930,11883
Joshua Silverman,Silver Joshua Lan,0.6079632704188521,1086745,239,298322,47639
Richard Miller,Miller Richard A,0.4871502560468837,885475,521,313464,56769
Prashant Patel,Patel Prakash D,0.8015244413810804,1382574,263,167963,38951
D Keating,Brendan Keating,0.8943377069216961,1071760,612,292625,48828
Karl Seitz,Seitz Karen Ann,0.8504951175222587,1405858,766,123475,8860
A Mayo,Mayo Jamie,0.9656973349646167,1510326,539,149582,12598
Jose Sorzano,Galarza Sosa David,0.9681544578843888,15615,815,300050,50328
Gerald Brock,Mick Brent Gerald,0.8759073308899802,1424640,524,142887,39630
William Kahane,Lavin William Kane,0.7440070958807271,1568832,592,126021,8719
Sandra Jaffee,Jaffe Ira Joel,0.9182513254191245,1531230,740,154065,2341
Asia Gp,Baring Asia Gp,0.6584593719885837,1428064,803,161818,14340
Enrique Santacana,Enriquez Juan,0.8665528445056737,1301206,633,161756,1683
Ronald Linares,Li Ronald,0.7925587117605175,1447380,657,311289,55076
Daniel Hammett,Hammond Daniel James,0.7947430426573711,1489256,586,136907,81
Kenneth Grossfield,Grossfield Kenneth Ian,0.5477342063363834,1427934,1350,104862,13621
Timothy Robert,Hance Timothy Robert,0.5488865876327762,1471727,1213,287868,17108
Lynn Birdsong,Richardson Anne Lyn,0.9021672613252938,1531230,740,285127,15161
N A Pvam Limited,Pvam Holdings,0.9965376744501675,1472885,816,164504,3198
John Buoymaster,Buoymaster John William,0.5930655780988713,1300117,1252,106759,1048
Steven Bregman,Bregman Steven,0.3300666466690502,1423791,1348,106204,13489
Susana Peters,Peters Susanna Persis,0.5425776579969567,1257006,1240,162855,10364
Susan Koppy,Korsanos Spyro,0.9979536459838918,1421642,1346,289471,29830
John Tattory,Johnston John Tally,0.818477313833372,946486,651,119081,1783
Kevin Lowther,Low Kevin,0.8781992744702992,1591615,507,171511,9281
Matthew Daly,Day Matthew C,0.7540183874552459,1657788,301,159450,10748
Anshu Bhatnagar,Bhatnagar Ajay,0.9338177695151744,1430523,653,307177,51748
Luke Taylor,Taylor Luke Richard,0.6247681266958288,1362705,1296,159699,3079
Padraig Hoare,Padraig Hoare,0.0,1545913,1162,282865,7025
Prusik Investment Management Llp,Genesis Investment Management Llp,0.5372388911022157,1553614,1180,131106,7753
Sandra Chrietzberg,,1.0,1006820,309,316652,57985
Thomas Parsons Jr,Parsons Thomas Jr,0.3142833707757091,1387152,1318,161134,7967
Gordon Lee,Gordon Carl Lee,0.571595049049377,1375618,410,118608,7908
Kevin Hall,Wall Kevin,0.8369778401394622,1045742,743,165501,9145
Neil Miotto,Miller Michael Neil,0.9387267282077123,1432150,791,175324,41416
Stephen Parent,Parente Stephen Thomas,0.728210503113935,1060910,1297,133740,15962
Frank Ianna,Grant Ian,0.8923949177044562,1442505,792,163018,2100
Kelly Wright,Wright Kelly Ann,0.5415069177003969,1517413,1139,148703,40599
Paul Kanavos,Paul Vinita Kaur,0.9876565096270468,1410402,523,29433,4986
Michelle Mangum,Logue Michelle Marie,0.8384751071601747,1308027,635,106108,11995
Brian Mcandrews,Long Mcandrews Susan,0.8222712872509808,1442505,792,110091,4040
Arthur Golden,Bolder Arthur,0.6889524659099372,32604,687,122247,42790
Chilton Investment Company,Chilton Investment Company,1.4901161193847656e-08,1002280,820,120107,592
Shadron Stastney,Stadul Sharon Marie,0.9880477021235946,1417451,813,158408,38274
Vadim Sapiro,Malim Sadie,0.9116371508656352,1293818,478,162775,1696
Cassandra Powell,James Lisa Powell,0.8814584622692188,1529223,1153,153700,12691
Andrew Sassine,Hass Andrew W,0.8197718290356178,822370,679,140210,5199
Michael Pliner,Plant Phillip Michael,0.8951413786786625,1395791,1321,44971,9426
Jonathan Savitz,Savitz Jonathan Stephen,0.6571869175147725,1272848,1245,138715,11811
Jeffrey Mills,Mills Jeffrey D,0.3956809613444594,1065598,189,285359,15148
Brian King,Kinahan Brian,0.8178808740056294,1272550,333,161493,4945
Jeff Dunster,Jergens Jeff A,0.8693125484785112,1549071,1168,307987,53515
James Harper,Harper Brian James,0.7138256113730197,1425919,351,289908,28946
Hope Cochran,Cochran Hope,0.4584098523624464,1442505,792,160390,7375
Christopher Diamantis,Gistis Christopher G,0.7534678000246471,931059,455,291898,29358
Geoffrey Von Kuhn,Arone Geoffrey V,0.8732917828375087,315066,87,292038,44830
Bjarte Bruheim,Lie Bjarne Kveim,0.9648432733284577,1135657,195,308347,52329
Nikhil Raman,Mittal Nikhil,0.8109806469203362,1271075,251,151318,12260
Stephen Bergstrom,Berger Stephen,0.8371072794516712,1513965,306,160990,13728
David Sealock,Finn David Sean,0.8546515111857124,1561180,1201,301152,49627
Andy Fan,Ho Andy,0.9469439372322014,1547355,434,139666,6803
Vincent Della Volpe,Dee Vincent P,0.8922651968557498,1334933,403,108016,13620
George Frank Jr,Magera George Frank,0.7204993792559278,1401750,1327,109355,13769
Gene Davis,Davis Dale A,0.8282923709919391,1071760,612,145563,39186
Stephan Wallach,Wallace Stephanie M,0.7670389967646362,1569329,505,313281,59864
A Allen,Amadia A Allison,0.92943120460945,911583,817,290111,29264
Michael Farkas,Farrell Michael C,0.8649634347336339,1429764,727,167174,1641
Ronald Cacciola,Cacciola Ronald Mark,0.5434658769121822,1428441,1351,140659,8963
Randall Toig,Randall Leigh,0.9056326053452419,922247,604,161399,13604
Steven Shum,Schuman Steven Jay,0.7401193822485382,1534708,282,288834,45382
Gene Dunn,Dunne Stephen Daunt,0.8456568861261996,1283950,1247,173482,29293
Daniel Oconnor,Oconnor Daniel Sean,0.6352417897344195,1444307,806,114378,32838
Brian Donaghy,Donaghy Neil,0.8655547717198171,4187,688,171792,9872
Frederic Knight,Black Knight,0.8784158808211859,1463208,774,130459,13908
Tom Brock,Tom Brian Jason,0.9250170382671032,1513965,306,163762,32936
James Dauwalter,Duwors Paul James,0.971437474497069,1446159,1301,283075,35239
Steven Parsons,Stevenson Pamela,0.6122438985974675,1511735,663,162644,13871
John Redmondi,Redmond Robert D,0.8608799397882885,315066,120,163576,5308
Douglas Staebler,Douglas Don,0.8563713330938514,104819,811,308938,52929
Michael Fasci,Cascio Michael,0.7821815506306794,1161582,331,106574,2697
Sunil Dhaliwal,Dhaliwal Sunil Singh,0.5660319769521452,1517413,1139,167059,10722
Michael Deperro,Tam Michael Derrick,0.8468957329115588,1509261,277,292571,46892
N A Maverick Capital Management,N Capital Management Gp,0.6891994720834175,1525209,1150,213516,233
Eric Andersen,Andersen Eric David,0.6574122955692561,1427934,1350,147864,7492
Michelin Sloneker,Sloneker Michelin Aldridge,0.7016837043349173,1632849,437,289928,28947
Anthony Thomopoulos,Anthony Paul Thomas,0.819563412043485,1355848,259,105710,14608
Alexander Polinsky,Galitsky Alexander,0.7762879201827925,1377053,764,163790,3465
Kevin Shiell,Shields Kevin Alan,0.7980458631838216,1030192,222,306841,51755
Nicole Fernandez Mcgovern,Fernandez Nicholas,0.8454256304858551,802257,678,290155,29159
Gregory Robinson,Robinson Gregory John,0.531284072953947,1604508,733,166848,31195
Laurent De Greef,Greene David Deforest,0.9340598760160851,1442329,805,107750,2637
Andrew Feldstein,Feldstein Andrew Todd,0.6409131103632488,1547971,1167,128132,9039
John Levin,Levin John David,0.6771066512130148,1382018,1314,170087,35492
Lorraine Breece,Horn Lorraine B,0.8501052251103237,924642,454,106278,1490
Rustin Howard,Russell John Howard,0.8012010522166905,102198,739,290104,45527
William Dwyer,Dwyer William Parker,0.580303999157689,1397911,788,104740,12730
Robert Chersi,Chester Robert M,0.8135167836706042,315066,120,169565,40057
Roberta Sims,Sims Charles Robert,0.8263963609135818,104819,811,110887,13471
Joseph Cugine,Cuggino Michael Joseph,0.8307747512776381,1487197,357,124365,267
Stephen Pusey,Pugh Stephen Alan,0.8847471639485966,1370880,799,109569,2714
Isabelle Ortiz Cochet,Colon Ortiz Rosa Angela,0.9442356598180247,1487197,272,8096,9213
Robert Worcester,Chester Robert M,0.8958756234751309,99771,684,169565,40057
Bhaskar Chaudhuri,Bharadia Sudha,0.9350722526097404,352998,540,284467,15298
Andrew Demott Jr,Demand Andrew Kemett,0.893842025425641,95574,709,106236,4763
Scott Ellington,Ellington Scott Byron,0.7030405253003711,1592745,293,110126,5174
Peter Chiodo,Chiodras Norman Peter,0.9281014501047683,1515115,665,123441,36003
Satu Vainikka,Saini Vikas,0.9119250689472493,93314,692,166763,37303
Mark Auerbach,Auerbach Barbara Jean,0.7569547788502178,1568832,592,133357,11315
Peter Doyle,Doyle Peter Brendan,0.7117597543165248,1423791,1348,106204,13489
Patrick Kennedy,Kohnen Patrick Kennedy,0.5553195074542571,1574186,506,155189,8520
Pedro Lopez Baldrich,Lopez Jacome Pedro Raul,0.8649610064429618,949428,384,283148,40364
Avi Mizrachi,Mizrachi Avi Mark,0.4069525308913732,763848,139,138123,13428
Todd Waltz,Walthall Todd,0.741652997886854,738214,443,108477,8510
Robert Smith,Smith Robert G,0.5199007731722671,1063537,228,107675,3129
Carl Lueders,Luedeman Lars,0.784747048530216,1473579,427,110692,1749
Scott Mercer,Pierce Scott C,0.7664881199097597,1554899,1187,281743,37147
Robert Nardelli,Nash Robert N,0.8220937006095945,1598981,508,127385,29642
Michael Weinbaum,Tannenbaum Michael,0.8001265265257614,1098146,241,140390,11075
Clark Moore,Clark Mark,0.782998409396193,1141197,697,22998,558
Timothy Turner,Tully Timothy J,0.6717866762322845,1566035,1208,18975,8253
Alexander Kubicek,Baker Kurt Alexander,0.8835257389535892,1604508,733,157693,15929
Edward Withrow Iii,Carroll John Edward Iii,0.8601463147907643,1362190,406,26460,37083
Jeffrey Brown,Brown Jeffrey D,0.38912130229253067,1568832,592,164062,8898
Richard Turner,Turnill Richard,0.6872237953185,822370,679,283173,10383
Frank Jadevaia,Frank Brian J,0.9340433305592004,1128725,469,312560,55140
Michael Levitt,Levin Michael,0.6634421170335417,1464790,93,106012,11419
Chris Anthony,Christ Anthony Chris,0.5172707136228992,1083743,174,315492,57476
Jon Bosse,Bosse Jon Daniel,0.7761117378325153,763848,139,121876,12370
Lloyd Waterhouse,Waterhouse Daniel,0.9097498767827455,1355754,1292,160323,4001
Ruth Ackerman,Ackerman Josh Keith,0.860404144690354,1514682,588,281812,41059
Jonathan Read,Reardon Jonathan Paul,0.8429505064216974,748268,155,70,2986
Ben Ami Eyal,Tenne Eyal,0.8484766253344261,797542,156,160662,588
N A Discretionary Management Services,Cemetery Management Services,0.8701917054550437,1534559,1156,170864,7217
Esta Stecher,Stephens Estelle,0.9774694670397874,886982,100,134635,40748
Jim Rosenthal,Rosenthal Adam M,0.9117366333411189,1086688,1204,160005,1415
Calvin Wong,Wong Calvin,0.5350909907040827,1619174,380,304779,50985
Thomas Keck,Peck Thomas Karl,0.7465519034220054,1502287,1103,282576,13509
Ian Zwicker,Zwick Johannes,0.892891523867862,1420031,348,288868,45388
Esther Stearns,Stephens Estelle,0.9150576645819972,1397911,788,134635,40748
Michael Brown,Brown Michael D,0.44451932942281674,917523,1135,282404,32331
John Chisholm,Chisholm John Robert,0.6607036187360854,1442329,805,106609,8425
Goodbody Pl Capital,Godel Capital,0.841472970248342,1296956,1248,163032,30350
James Johnson,Johnson James A,0.2946102887067987,886982,100,161227,366
Michael Sicoli,Siliciano Michael R,0.8194525840212578,1315255,255,318319,58865
Barry Evans,Evans Barry Hart,0.6216577494794563,1465214,659,105930,6941
Richard Upton,Scott Ralph Upton,0.899790384549841,1517941,1141,128237,31438
Sudheer Pimputkar,,0.9999999999999999,1310527,338,316652,57985
William Jarosz,William James,0.83041176023228,1421642,1346,292409,29470
Dermot Butler,Butler Brian,0.854926878363394,1517333,1138,299946,49024
Clement Dwyer Jr,Dwyer David,0.8433787420110809,1020475,217,162962,8047
Joseph Tesoriero,Perin Joseph T,0.8634700176306344,1487197,357,105143,14499
Wemett James,Wei James,0.8370311061931323,863895,601,160326,11536
Jason Gesing,Jason,0.9246683208666089,1495932,274,120230,16390
Kamal Ahluwalia,Ahluwalia Ram,0.571811170984645,1090908,618,323410,61729
S Milgate,Kilgroe S Matthews,0.9676309038458358,1409506,1334,307781,52979
N A Truvvo Partners,Truvvo Investment Partners,0.7767529355988632,1404405,1202,143108,10737
Paul Diperna,Patel Dip,0.8934511839137729,1377053,764,305425,50681
Joseph Alosa Sr,Close Joseph Major Sr,0.8133023795785649,1383154,265,29807,9197
Adam Neumann,Neumann Adam,0.47525937921993505,1533523,1155,299348,47981
Theodore Smith Iii,Smith Theodore Briell,0.7776878941497464,1315255,255,162896,13037
Thomas Kelleher,Kelleher Thomas John,0.6073313544954171,1464790,97,292062,29867
Julie Tipton,Lipton Julia K,0.7676790303758003,1432150,791,304137,49710
Sarah Berel Harrop,Berry Sarah G,0.8723547155970208,1425808,772,301876,50122
Pl Capital Advisors,Paul Capital Advisors,0.5470727614170469,1304586,1262,121168,11358
Martin Lang,Mention Martin Lathan,0.8081183967507065,1569790,1236,287917,32531
Trent Carmichael,Carmichael Trent Andrew,0.6485250735093177,1387152,1318,160806,6328
John Bell,Bell John,0.5896587222118247,46765,681,111514,13899
Brad Powers,Powers John,0.8664550147593331,1383154,265,141950,33907
Tara Antal,Antal Tara Lynn,0.7818189948246365,1161582,331,169163,7252
Neil Fallon,Farrell Neil Joseph,0.9432684047588034,1579823,674,321609,60202
Dennis Hersch,Harris Herschel Dann,0.8454672607180619,1442505,792,146839,37244
N A Lighthouse Investment Partners,Lighthouse Investment Partners,0.5008357515369369,1508448,1108,118203,7999
Yakang Ai,Yang,0.9516246227607867,1547355,434,285569,32460
Randall Miles,Miller Randall Lee,0.7063907427686834,1495932,274,167957,36526
Soumyo Sarkar,Sarkar Sumit,0.9404290679196885,1574186,287,286241,32558
Ty Mattingly,Mattingly Alix,0.8352713694101652,1171838,627,155195,12765
Theodore Farnsworth,Farnsworth Jared Scott,0.8826700727529073,1040792,224,290428,45057
David Bree,Lang David Brent,0.7828180937705844,1387152,1318,114575,5168
Alan Scheuer,Schuele Alan R,0.91741237697944,315066,120,160409,6039
Rebecca Roof,Rogers Rebecca S,0.7466863062627388,31235,439,114681,9917
Ronald Smith,Donald Smith,0.47771959870495645,40570,446,285701,15679
Erik Ragatz,Ragatz Erik Douglas,0.7583669771934537,1397911,788,158614,6121
Demetrios Demetriades,Papademetriou Demetris A,0.6050963298426159,1474167,584,283707,48953
Robert Swan Iii,Berner Iii Robert Lee,0.8850514261975528,1508448,1108,297709,56652
Ralph Noyes,Mayes Ralph Thomas,0.9250513767415581,711034,440,170196,8471
Jake Rosser,Laser Ross,0.914979235679075,1414647,1339,285287,15762
Timothy Kling,Kliewer Timothy Dean,0.7669091833715975,1337213,756,285946,43632
Anthony Ryan,Ryan Anthony,0.43944926059202516,315066,111,111298,7305
James Czirr,Suzick Czar,0.9611886550725982,1133416,327,132084,53596
William Devers Jr,Mulders Jr William J,0.8162755117110974,1566035,1208,124841,30166
John Price,James Johnnie Price,0.7603260135402871,1415684,346,105720,619
Amh Equity,Dak Equity,0.8229152420398619,1019432,1179,166478,2850
Kenneth Code,Code Kenneth S,0.4974727803941224,880242,705,162515,7730
Mark Ahn,Ahn James,0.9354197739737498,1425205,525,284990,17035
Stuart Grief,Roden Stuart Grant,0.8416331973814989,315066,120,168426,224
Danny Cuzick,,1.0,728447,677,316652,57985
George Carpenter,Monte George,0.8457181120630207,822370,679,112834,42932
Laurie Latham,Laner Laurie I,0.6631704344993274,921313,708,115270,42038
James Dyke,Dyke Barry James,0.6722804620481917,104819,811,117521,40374
