,form_d_fund_id,cik_no_fund,fund,form_adv_fund_id,crd_no_fund,matched_fund,fund_confidence,form_adv_firm_id,crd_no_firm,matched_firm,firm_confidence,related_partners,direct_owners_firm,owners_firm_ratio,direct_owners_fund,owners_fund_ratio
2133,24674,1487906,Cachet Financial Solutions,,159511,Premier Thermal Solutions Finance,0.864,,298950,Financial Solutions,0.577,Robin Oconnell,Thomas Bryan Keith,0.25,Auerbach Martin Joel,0.412
2134,24674,1487906,Cachet Financial Solutions,,159511,Premier Thermal Solutions Finance,0.864,,298950,Financial Solutions,0.577,Bryan Meier,Thomas Bryan Keith,0.552,Kane Matthew David,0.414
2135,24674,1487906,Cachet Financial Solutions,,159511,Premier Thermal Solutions Finance,0.864,,298950,Financial Solutions,0.577,Rod Jardine,Thomas Bryan Keith,0.345,Auerbach Martin Joel,0.387
2136,24674,1487906,Cachet Financial Solutions,,159511,Premier Thermal Solutions Finance,0.864,,298950,Financial Solutions,0.577,James Davis,Thomas Bryan Keith,0.345,Zenni James Joseph,0.483
2137,24674,1487906,Cachet Financial Solutions,,159511,Premier Thermal Solutions Finance,0.864,,298950,Financial Solutions,0.577,Darin Mcareavey,Thomas Bryan Keith,0.303,Kane Matthew David,0.485
2138,24674,1487906,Cachet Financial Solutions,,159511,Premier Thermal Solutions Finance,0.864,,298950,Financial Solutions,0.577,Michael Hanson,Thomas Bryan Keith,0.312,Schmugge Jonathan Nmn,0.4
2139,24674,1487906,Cachet Financial Solutions,,159511,Premier Thermal Solutions Finance,0.864,,298950,Financial Solutions,0.577,Lawrence Blaney,Thomas Bryan Keith,0.364,Kreutzer Erik Alexander,0.421
2140,24674,1487906,Cachet Financial Solutions,,159511,Premier Thermal Solutions Finance,0.864,,298950,Financial Solutions,0.577,Ruth Owades,Thomas Bryan Keith,0.276,Kreutzer Erik Alexander,0.353
2141,24674,1487906,Cachet Financial Solutions,,159511,Premier Thermal Solutions Finance,0.864,,298950,Financial Solutions,0.577,James Spencer,Thomas Bryan Keith,0.323,Zenni James Joseph,0.452
2142,23229,1128353,Enerteck,,162604,Enterock,0.864,,161807,Enertech Capital,0.797,Jack Cowles,Enertech Capital Holding Company Manager,0.235,Elliman David Douglas,0.312
2143,23229,1128353,Enerteck,,162604,Enterock,0.864,,161807,Enertech Capital,0.797,Thomas Donino,Enertech Capital Holding Company Manager,0.264,Elliman David Douglas,0.353
2144,23229,1128353,Enerteck,,162604,Enterock,0.864,,161807,Enertech Capital,0.797,Gary Aman,Kingsley William Gerard,0.25,Rubin Margot S,0.261
2145,23229,1128353,Enerteck,,162604,Enterock,0.864,,161807,Enertech Capital,0.797,Dwaine Reese,Kingsley William Gerard,0.286,Elliman David Douglas,0.303
2146,23229,1128353,Enerteck,,162604,Enterock,0.864,,161807,Enertech Capital,0.797,Richard Dicks,Kingsley William Gerard,0.222,Rubin Margot S,0.37
2147,24902,1552189,Exactus,,164322,Exacta Capital Partners,0.867,,164322,Exacta Capital Management,0.808,Philip Young,Cieslewicz Randall Scott,0.278,Cieslewicz Randall Scott,0.278
2148,24902,1552189,Exactus,,164322,Exacta Capital Partners,0.867,,164322,Exacta Capital Management,0.808,Green Ezra,Worst Ryan Laurence,0.276,Worst Ryan Laurence,0.276
2149,24835,1526689,Generation Next Franchise Brands,,319429,Franchise Fund,0.867,,297492,Next Generation Advisors,0.85,Alex Kennedy,,0.0,Gao Xing,0.2
2150,24835,1526689,Generation Next Franchise Brands,,319429,Franchise Fund,0.867,,297492,Next Generation Advisors,0.85,Nicholas Yates,,0.0,Wang Shihong,0.231
2151,23712,1301991,Smartmetric,6503.0,159894,Sma,0.868,,307375,Smartasset,0.838,Elizabeth Ryba,Carvin Michael Anthony,0.333,Crespi Robert Steven,0.294
2152,23712,1301991,Smartmetric,6503.0,159894,Sma,0.868,,307375,Smartasset,0.838,C Hendrick,Kennedy James Michael,0.323,Shaulov Leon,0.273
2153,23712,1301991,Smartmetric,6503.0,159894,Sma,0.868,,307375,Smartasset,0.838,Jay Needelman,Malloy Thomas W,0.357,Shaulov Leon,0.32
2154,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,Donald Hartmann,Maloon Michael Francis,0.432,Hudson Holdings,0.333
2155,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,Peter Coniglio,Pitre Mark Anthony,0.438,Zeiler John Scott,0.452
2156,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,Bruce Warner,Pitre Mark Anthony,0.4,Ganeshan Sridhar,0.286
2157,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,Sandra Chrietzberg,Maloon Michael Francis,0.3,Ganeshan Sridhar,0.412
2158,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,Stephanie Chrietzberg,Maloon Michael Francis,0.326,Ganeshan Sridhar,0.432
2159,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,Michael Anderson,Maloon Michael Francis,0.526,Macari Joseph Augustus,0.368
2160,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,Patricia Weber,Maloon Michael Francis,0.333,Ganeshan Sridhar,0.333
2161,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,John Lotz,Dennehy Ryan Douglas,0.276,Zeiler John Scott,0.538
2162,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,Samuel Mcleod,Maloon Michael Francis,0.343,Zeiler John Scott,0.333
2163,22097,1006820,Northern California Bancorp,,161240,Hudson Northern California Housing Fund,0.868,,110152,California Financial Advisors,0.892,Charles Chrietzberg,Maloon Michael Francis,0.293,Ganeshan Sridhar,0.4
2164,24930,1562107,Cyto Wave Technologies,,307760,Janvest Technologies,0.868,,291053,Corhaven Technologies,0.798,William Callahan,Scholz Patrick Manuel,0.27,Frankenstein Daniel Hans,0.3
2165,24930,1562107,Cyto Wave Technologies,,307760,Janvest Technologies,0.868,,291053,Corhaven Technologies,0.798,George Yu,Hess Craig Clifford,0.286,Rosenzweig Brian Howard,0.188
2166,24930,1562107,Cyto Wave Technologies,,307760,Janvest Technologies,0.868,,291053,Corhaven Technologies,0.798,Anchie Kuo,Scholz Patrick Manuel,0.323,Rosenzweig Brian Howard,0.242
2167,24010,1366340,Finjan Holdings,2725.0,137388, Holdings,0.868,,297334,Van Holdings,0.791,Edward Gildea,,0.0,Carlson Richard Erik,0.303
2168,24010,1366340,Finjan Holdings,2725.0,137388, Holdings,0.868,,297334,Van Holdings,0.791,Alex Rogers,,0.0,Becker Jeffrey S,0.296
2169,24010,1366340,Finjan Holdings,2725.0,137388, Holdings,0.868,,297334,Van Holdings,0.791,Philip Hartstein,,0.0,Sherman Kristina D,0.412
2170,24010,1366340,Finjan Holdings,2725.0,137388, Holdings,0.868,,297334,Van Holdings,0.791,Eric Benhamou,,0.0,Ciccarone John Anthony,0.343
2171,24010,1366340,Finjan Holdings,2725.0,137388, Holdings,0.868,,297334,Van Holdings,0.791,Michael Eisenberg,,0.0,Carlson Richard Erik,0.378
2172,24010,1366340,Finjan Holdings,2725.0,137388, Holdings,0.868,,297334,Van Holdings,0.791,Shimon Steinmetz,,0.0,Sherman Kristina D,0.471
2173,24010,1366340,Finjan Holdings,2725.0,137388, Holdings,0.868,,297334,Van Holdings,0.791,Daniel Chinn,,0.0,Ciccarone John Anthony,0.412
2174,24471,1434667,China Wi Max Communications,,162041,Alta Communications Ix B,0.869,,162041,Alta Communications,0.783,Frank Ventura,Mcneill Brian W,0.286,Mcneill Brian W,0.286
2175,24471,1434667,China Wi Max Communications,,162041,Alta Communications Ix B,0.869,,162041,Alta Communications,0.783,Iain Stewart,Toti Eileen M,0.24,Toti Eileen M,0.24
2176,24471,1434667,China Wi Max Communications,,162041,Alta Communications Ix B,0.869,,162041,Alta Communications,0.783,Richard Kranitz,Mcneill Brian W,0.333,Mcneill Brian W,0.333
2177,24471,1434667,China Wi Max Communications,,162041,Alta Communications Ix B,0.869,,162041,Alta Communications,0.783,Allan Rabinoff,Mcneill Brian W,0.345,Mcneill Brian W,0.345
2178,24471,1434667,China Wi Max Communications,,162041,Alta Communications Ix B,0.869,,162041,Alta Communications,0.783,Steven Berman,Mcneill Brian W,0.429,Mcneill Brian W,0.429
2179,24769,1507605,Marathon Patent Group,4813.0,161095,Marathon Partners Growth Fund,0.869,5437.0,168255,The Patten Group,0.89,William Rosellini,Patten Ashlee Bryan,0.278,Cibelli Mario David,0.389
2180,24769,1507605,Marathon Patent Group,4813.0,161095,Marathon Partners Growth Fund,0.869,5437.0,168255,The Patten Group,0.89,Craig Nard,Patten Zeboim Cartter,0.323,Cibelli Mario David,0.414
2181,24769,1507605,Marathon Patent Group,4813.0,161095,Marathon Partners Growth Fund,0.869,5437.0,168255,The Patten Group,0.89,Doug Croxall,Patten Zeboim Cartter,0.242,Cibelli Mario David,0.258
2182,24769,1507605,Marathon Patent Group,4813.0,161095,Marathon Partners Growth Fund,0.869,5437.0,168255,The Patten Group,0.89,John Stetson,Patten Ashlee Bryan,0.258,Hidy Eric Richmond,0.2
2183,24769,1507605,Marathon Patent Group,4813.0,161095,Marathon Partners Growth Fund,0.869,5437.0,168255,The Patten Group,0.89,Stuart Smith,Patten Zeboim Cartter,0.303,Hidy Eric Richmond,0.267
2184,24769,1507605,Marathon Patent Group,4813.0,161095,Marathon Partners Growth Fund,0.869,5437.0,168255,The Patten Group,0.89,Nathaniel Bradley,Patten Ashlee Bryan,0.444,Cibelli Mario David,0.389
2185,24769,1507605,Marathon Patent Group,4813.0,161095,Marathon Partners Growth Fund,0.869,5437.0,168255,The Patten Group,0.89,James Crawford,Patten Ashlee Bryan,0.364,Cibelli Mario David,0.303
2186,24265,1404943,Metastat,,315103,Meta Fund V,0.869,,312584,Metas Investments,0.868,Johan Thijs Spoor,Flores Carlos,0.267,Hubbard Iii William Bradford,0.267
2187,24265,1404943,Metastat,,315103,Meta Fund V,0.869,,312584,Metas Investments,0.868,Patrick Mooney,Flores Carlos,0.222,Ringlein Martin Lee,0.303
2188,24265,1404943,Metastat,,315103,Meta Fund V,0.869,,312584,Metas Investments,0.868,Oscar Bronsther,Flores Carlos,0.357,Hubbard Iii William Bradford,0.326
2189,24265,1404943,Metastat,,315103,Meta Fund V,0.869,,312584,Metas Investments,0.868,Daniel Schneiderman,Flores Carlos,0.188,Ringlein Martin Lee,0.316
2190,24265,1404943,Metastat,,315103,Meta Fund V,0.869,,312584,Metas Investments,0.868,Warren Lau,Flores Carlos,0.348,Ringlein Martin Lee,0.345
2191,24265,1404943,Metastat,,315103,Meta Fund V,0.869,,312584,Metas Investments,0.868,David Siegel,Flores Carlos,0.16,Ringlein Martin Lee,0.323
2192,24265,1404943,Metastat,,315103,Meta Fund V,0.869,,312584,Metas Investments,0.868,David Epstein,Flores Carlos,0.154,Ringlein Martin Lee,0.312
2193,23138,1118847,Quantum Group Fl,2528.0,112149,Quantlab Group,0.869,,286341,Quantum Advisory Group,0.738,Lawrence Fisher,Caruso Salvatore Charles,0.308,Varner Travis Frank,0.471
2194,23138,1118847,Quantum Group Fl,2528.0,112149,Quantlab Group,0.869,,286341,Quantum Advisory Group,0.738,Alberto Del Valle,Caruso Salvatore Charles,0.39,Robertson James Seear,0.474
2195,23138,1118847,Quantum Group Fl,2528.0,112149,Quantlab Group,0.869,,286341,Quantum Advisory Group,0.738,Susan Gallagher,Caruso Salvatore Charles,0.41,Quantlab Financial,0.364
2196,23138,1118847,Quantum Group Fl,2528.0,112149,Quantlab Group,0.869,,286341,Quantum Advisory Group,0.738,Jose De La Torre,Caruso Salvatore Charles,0.35,Robertson James Seear,0.378
2197,23138,1118847,Quantum Group Fl,2528.0,112149,Quantlab Group,0.869,,286341,Quantum Advisory Group,0.738,Gregg Steinberg,Gjm Group Holdings,0.364,Robertson James Seear,0.389
2198,23138,1118847,Quantum Group Fl,2528.0,112149,Quantlab Group,0.869,,286341,Quantum Advisory Group,0.738,Noel Guillama,Caruso Salvatore Charles,0.27,Robertson James Seear,0.353
2199,23138,1118847,Quantum Group Fl,2528.0,112149,Quantlab Group,0.869,,286341,Quantum Advisory Group,0.738,Donald Cohen,Caruso Salvatore Charles,0.389,Huth John Michael,0.345
2200,24835,1526689,Fresh Healthy Vending International,,191513,Healthy Ventures Fund I,0.869,,191513,Healthy Ventures Management,0.946,Nicholas Yates,Schiess Anya Tuthill,0.353,Schiess Anya Tuthill,0.353
2201,24835,1526689,Fresh Healthy Vending International,,191513,Healthy Ventures Fund I,0.869,,191513,Healthy Ventures Management,0.946,Alex Kennedy,Kendall Enmi Sung,0.276,Kendall Enmi Sung,0.276
2202,25019,1593001,Nightfood Holdings,,167330,Brightwood Capital Fund Iii Holdings,0.871,,291087,Brightforge Technology Holdings,0.893,Sean Folkson,Kantwood,0.4,Dwin Damien Ramon,0.345
2203,25019,1593001,Nightfood Holdings,,167330,Brightwood Capital Fund Iii Holdings,0.871,,291087,Brightforge Technology Holdings,0.893,Peter Leighton,Kantwood,0.182,Selassie Sengal Mg,0.312
2204,34690,1576777,Lg Security Holdings,2725.0,137388, Holdings,0.871,318.0,43285,M Holdings Securities,0.755,Leigh Randall,O'Connor Randall Mark,0.471,Sherman Kristina D,0.258
2205,34690,1576777,Lg Security Holdings,2725.0,137388, Holdings,0.871,318.0,43285,M Holdings Securities,0.755,Ojas Vahia,Rogers Maria Renee,0.357,Carlson Richard Erik,0.333
2206,34690,1576777,Lg Security Holdings,2725.0,137388, Holdings,0.871,318.0,43285,M Holdings Securities,0.755,Steve Baker,Schutt David Walter,0.467,Becker Jeffrey S,0.37
2207,34690,1576777,Lg Security Holdings,2725.0,137388, Holdings,0.871,318.0,43285,M Holdings Securities,0.755,Stephen Lebowitz,Lundin Stephen Alexander,0.45,Sherman Kristina D,0.412
2208,24184,1392902,Endurance Exploration Group,3566.0,110148,Ventana Exploration And Production,0.871,,284793,Capital Endurance Group,0.813,Carl Dilley,Dailey Patrick Maher,0.323,Tash Carl Barry,0.462
2209,24184,1392902,Endurance Exploration Group,3566.0,110148,Ventana Exploration And Production,0.871,,284793,Capital Endurance Group,0.813,Christine Zitman,Dailey Patrick Maher,0.278,Graham Christopher David,0.45
2210,24184,1392902,Endurance Exploration Group,3566.0,110148,Ventana Exploration And Production,0.871,,284793,Capital Endurance Group,0.813,Errol De Montille,Dailey Patrick Maher,0.324,Grose Madison Ferrand,0.421
2211,24184,1392902,Endurance Exploration Group,3566.0,110148,Ventana Exploration And Production,0.871,,284793,Capital Endurance Group,0.813,Micah Eldred,Dailey Patrick Maher,0.312,Tash Carl Barry,0.37
2212,24184,1392902,Endurance Exploration Group,3566.0,110148,Ventana Exploration And Production,0.871,,284793,Capital Endurance Group,0.813,Guy Zajonc,Dailey Patrick Maher,0.267,Guttin Matthew Scott,0.333
2213,24184,1392902,Endurance Exploration Group,3566.0,110148,Ventana Exploration And Production,0.871,,284793,Capital Endurance Group,0.813,Steven Saint Amour,Dailey Patrick Maher,0.316,Sternlicht Barry Stuart,0.439
2214,23986,1362703,Oncbiomune Pharmaceuticals,,109239,Cahaba Pharmaceuticals,0.872,,172514,Leerink Pharmaceutical Investments,0.972,Robert Holcomb,Gerhold Timothy Albert George,0.326,Twiford James Rainer,0.235
2215,23986,1362703,Oncbiomune Pharmaceuticals,,109239,Cahaba Pharmaceuticals,0.872,,172514,Leerink Pharmaceutical Investments,0.972,Charles Rice Jr,Brown Kevin Michael,0.353,Twiford James Rainer,0.457
2216,23986,1362703,Oncbiomune Pharmaceuticals,,109239,Cahaba Pharmaceuticals,0.872,,172514,Leerink Pharmaceutical Investments,0.972,Andrew Kucharchuk,Anderson J Eric,0.438,Kennedy Laree Payne,0.333
2217,23986,1362703,Oncbiomune Pharmaceuticals,,109239,Cahaba Pharmaceuticals,0.872,,172514,Leerink Pharmaceutical Investments,0.972,Brian Barnett Md,Braverman Paul,0.4,Brookline Financial Partners,0.455
2218,23986,1362703,Oncbiomune Pharmaceuticals,,109239,Cahaba Pharmaceuticals,0.872,,172514,Leerink Pharmaceutical Investments,0.972,Daniel Hoverman,Braverman Paul,0.483,Kennedy Laree Payne,0.353
2219,23986,1362703,Oncbiomune Pharmaceuticals,,109239,Cahaba Pharmaceuticals,0.872,,172514,Leerink Pharmaceutical Investments,0.972,Jonathan Head Phd,Brown Kevin Michael,0.333,King Madding,0.345
2220,23986,1362703,Oncbiomune Pharmaceuticals,,109239,Cahaba Pharmaceuticals,0.872,,172514,Leerink Pharmaceutical Investments,0.972,Jonathan Head,Braverman Paul,0.37,King Madding,0.32
2221,23986,1362703,Oncbiomune Pharmaceuticals,,109239,Cahaba Pharmaceuticals,0.872,,172514,Leerink Pharmaceutical Investments,0.972,Robert Elliott,Anderson J Eric,0.345,Cain Sarah Elizabeth,0.353
2222,23986,1362703,Oncbiomune Pharmaceuticals,,109239,Cahaba Pharmaceuticals,0.872,,172514,Leerink Pharmaceutical Investments,0.972,Charles Rice,Brown Kevin Michael,0.387,Twiford James Rainer,0.438
2223,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,Sunil Dhaliwal,Aman Global Family Office,0.308,Rodland Nathan Richard,0.333
2224,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,Adriel Lares,Hpm Partners,0.417,Crissi Ariel Amishady,0.424
2225,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,Gil Penchina,George Harik Lorraine Frieda,0.3,Rodland Nathan Richard,0.353
2226,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,Joshua Bixby,Rosenbaum Moshe,0.296,Mavashev David,0.308
2227,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,David Hornik,George Harik Lorraine Frieda,0.35,Kaldykulov Serik,0.429
2228,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,Artur Bergman,Hpm Partners,0.32,Crissi Ariel Amishady,0.294
2229,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,Kelly Wright,Aman Global Family Office,0.27,Kaldykulov Serik,0.429
2230,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,Wolfgang Maasberg,Rosenbaum Moshe,0.375,Rodland Nathan Richard,0.41
2231,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,Paul Luongo,Rosenbaum Moshe,0.308,Kaldykulov Serik,0.296
2232,33100,1517413,Fastly,,289501,Elefund Fastly Fund,0.872,,172114,Atlas Family Office,0.981,William Kaufmann,Aman Global Family Office,0.293,Rodland Nathan Richard,0.316
2233,25000,1586554,Target Group,,308972,Prime Set Group,0.872,,289923, Group,0.848,Rubin Schindermann,Leclair Kristen Sanders,0.39,Ghassemi Hamadani Babak,0.244
2234,25000,1586554,Target Group,,308972,Prime Set Group,0.872,,289923, Group,0.848,Alexander Starr,Leclair Kristen Sanders,0.368,Ghassemi Hamadani Babak,0.263
2235,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Marcus Williams,Sterling Donald William,0.474,Zhou Quan,0.25
2236,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Thomas Kelly,Hayes Scott Allen,0.345,Zhou Quan,0.286
2237,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Bill Joll,Sterling Donald William,0.312,Zhou Quan,0.111
2238,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Marc Dumont,Isc Group,0.3,Zhou Quan,0.3
2239,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Chet White,Berry Sharon Elaine,0.345,Century Light Investments Limited,0.372
2240,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Volkan Ozguz,Berry Sharon Elaine,0.258,Zhou Quan,0.286
2241,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Daryl Smetana,Berry Sharon Elaine,0.438,Zhou Quan,0.273
2242,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Jack Johnson,Isc Group,0.286,Ho Chising,0.364
2243,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Peter Kenefick,Sterling Donald William,0.324,Century Light Investments Limited,0.298
2244,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,John Carson,Berry Sharon Elaine,0.333,Ho Chising,0.476
2245,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,John Stuart Jr,Weadon Andreya Starlite,0.432,Zhou Quan,0.348
2246,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Seth Hamot,Sterling Donald William,0.303,Zhou Quan,0.316
2247,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Scott Reed,Hayes Scott Allen,0.519,Century Light Investments Limited,0.279
2248,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,Jay Scollins,Hayes Scott Allen,0.621,Ho Chising,0.273
2249,21212,357108,Isc De,,163297,Is,0.872,,166586,Isc Advisors,0.821,John Leon,Hayes Scott Allen,0.308,Zhou Quan,0.333
2250,23356,1156041,Houston American Energy,,152003,North American Shale Energy Fund,0.872,,160156,Houston Energy Advisors,0.68,Orrie Tawes,,0.0,Cool Mark Joseph,0.222
2251,23356,1156041,Houston American Energy,,152003,North American Shale Energy Fund,0.872,,160156,Houston Energy Advisors,0.68,R Grimes,,0.0,Cool Mark Joseph,0.25
2252,23356,1156041,Houston American Energy,,152003,North American Shale Energy Fund,0.872,,160156,Houston Energy Advisors,0.68,John Boylan,,0.0,Kocon Tyler Allen,0.429
2253,23356,1156041,Houston American Energy,,152003,North American Shale Energy Fund,0.872,,160156,Houston Energy Advisors,0.68,Roy Jageman,,0.0,Kocon Tyler Allen,0.357
2254,23356,1156041,Houston American Energy,,152003,North American Shale Energy Fund,0.872,,160156,Houston Energy Advisors,0.68,Stephen Hartzell,,0.0,Kocon Tyler Allen,0.303
2255,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,William Kahane,Fleming Daniel Timothy,0.333,Brown Emily Lantz,0.323
2256,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,C Mcmillen,Mccarthy Edward Charles,0.242,Brown Emily Lantz,0.37
2257,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,Mark Auerbach,Vandevenne Rurik Gerald,0.389,Fine Scott Arthur,0.267
2258,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,Brian Jones,Heimann Robert Alvin,0.387,Purdue Amanda Barnes,0.452
2259,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,Brian Block,Heimann Robert Alvin,0.323,Brown Emily Lantz,0.357
2260,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,Brian Nygaard,Heimann Robert Alvin,0.303,Brown Emily Lantz,0.4
2261,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,Edward Weil Jr,Mccarthy Edward Charles,0.432,Brown Emily Lantz,0.323
2262,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,Howell Wood,Heimann Robert Alvin,0.258,Brown Emily Lantz,0.286
2263,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,Nicholas Schorsch,Mccarthy Edward Charles,0.35,Fine Scott Arthur,0.412
2264,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,Peter Budko,Vandevenne Rurik Gerald,0.294,Fine Scott Arthur,0.286
2265,24952,1568832,Rcs Capital,,286277, Capital,0.873,,162297,Rc Capital,0.729,Jeffrey Brown,Mcnabb Joseph Carter,0.303,Purdue Amanda Barnes,0.364
2266,32955,1512213,Dimensional Funds Plc Global Small Companies Fund,10597.0,162309,International Smaller Companies Fund,0.874,,125488,Smith Company Financial Advisors Fusion Funds,0.894,N A Dimensional Fund Advisors,Smith Aaron Joseph,0.298,Donaldson Allison Nmn,0.44
2267,32955,1512213,Dimensional Funds Plc Global Small Companies Fund,10597.0,162309,International Smaller Companies Fund,0.874,,125488,Smith Company Financial Advisors Fusion Funds,0.894,Victoria Parry,Smith Aaron Joseph,0.312,Hoctor Duncan Alexander Charles,0.4
2268,32955,1512213,Dimensional Funds Plc Global Small Companies Fund,10597.0,162309,International Smaller Companies Fund,0.874,,125488,Smith Company Financial Advisors Fusion Funds,0.894,Gregory Hinkle,Smith Aaron Joseph,0.25,Mccaffery Andrew,0.4
2269,32955,1512213,Dimensional Funds Plc Global Small Companies Fund,10597.0,162309,International Smaller Companies Fund,0.874,,125488,Smith Company Financial Advisors Fusion Funds,0.894,Catherine Newell,Smith Aaron Joseph,0.353,Malcolm Katherine Lyn,0.486
2270,32955,1512213,Dimensional Funds Plc Global Small Companies Fund,10597.0,162309,International Smaller Companies Fund,0.874,,125488,Smith Company Financial Advisors Fusion Funds,0.894,John Romiza,Smith Aaron Joseph,0.276,Skeoch Norman Keith,0.4
2271,32955,1512213,Dimensional Funds Plc Global Small Companies Fund,10597.0,162309,International Smaller Companies Fund,0.874,,125488,Smith Company Financial Advisors Fusion Funds,0.894,Peter Blessing,Smith Aaron Joseph,0.25,Slater Neil Andrew,0.438
2272,32955,1512213,Dimensional Funds Plc Global Small Companies Fund,10597.0,162309,International Smaller Companies Fund,0.874,,125488,Smith Company Financial Advisors Fusion Funds,0.894,Nathan Lacaze,Smith Aaron Joseph,0.387,Cotton Jeffrey Lawrence,0.389
2273,32955,1512213,Dimensional Funds Plc Global Small Companies Fund,10597.0,162309,International Smaller Companies Fund,0.874,,125488,Smith Company Financial Advisors Fusion Funds,0.894,Gerard Oreilly,Smith Aaron Joseph,0.25,Macdonald Craig Allan,0.4
2274,32955,1512213,Dimensional Funds Plc Global Small Companies Fund,10597.0,162309,International Smaller Companies Fund,0.874,,125488,Smith Company Financial Advisors Fusion Funds,0.894,Dermot Butler,Smith Aaron Joseph,0.258,Docherty Stephen,0.483
2275,22648,1083743,Flux Power Holdings,,298845,Ara Priority Power Holdings,0.874,,315097,Pondera Holdings,0.905,Christopher Anthony,Casto Scott Allan,0.389,Amato Heather Kathleen,0.439
2276,22648,1083743,Flux Power Holdings,,298845,Ara Priority Power Holdings,0.874,,315097,Pondera Holdings,0.905,Ronald Dutt,Casto Scott Allan,0.286,Cherington Charles Reed,0.294
2277,22648,1083743,Flux Power Holdings,,298845,Ara Priority Power Holdings,0.874,,315097,Pondera Holdings,0.905,Michael Johnson,Johnson Joseph Dylan,0.4,Ara Partners Group,0.303
2278,22648,1083743,Flux Power Holdings,,298845,Ara Priority Power Holdings,0.874,,315097,Pondera Holdings,0.905,Chris Anthony,Cmt Investments,0.357,Cherington Charles Reed,0.444
2279,22648,1083743,Flux Power Holdings,,298845,Ara Priority Power Holdings,0.874,,315097,Pondera Holdings,0.905,James Gevarges,Jdj Capital Advisors,0.353,Ara Partners Group,0.375
